Label,Offensive/Violent words
0,conscientious
1,conscons
1,conservative
0,consider
0,considerate
0,consistent
0,consistently
0,consonant
1,conspicuous
1,conspicuously
1,conspiracies
1,conspiracy
1,conspirator
1,conspiratorial
1,conspire
1,consternation
0,constructive
0,consummate
1,contagious
0,contain
1,contaminate
1,contaminated
1,contaminates
1,contaminating
1,contamination
1,contempt
1,contemptible
1,contemptuous
1,contemptuously
1,contend
1,contention
1,contentious
0,contentment
0,continent
0,continue
0,continuity
1,contort
1,contortions
1,contradict
1,contradiction
1,contradictory
1,contrariness
0,contrasty
1,contravene
0,contribution
1,contrive
1,contrived
0,control
1,controversial
1,controversy
0,convenience
0,convenient
0,conveniently
0,convience
0,convienient
0,convient
0,convincing
0,convincingly
1,convoluted
0,cook
0,cool
0,coolest
1,coolie
1,cooly
1,coon
1,coondog
0,cooperative
0,cooperatively
1,coprolagnia
1,coprophilia
1,copulate
0,copy
0,core
0,corn
0,corner
0,cornerstone
1,cornhole
0,correct
0,correctly
1,corrode
1,corrosion
1,corrosions
1,corrosive
1,corrupt
1,corrupted
1,corrupting
0,corruption
1,corruption
1,corrupts
1,corruptted
0,cost
0,cost-effective
1,costlier
1,costly
0,cost-saving
0,cotton
0,could
0,council
0,count
0,counter-attack
0,counter-attacks
1,counterproductive
1,counter-productive
0,country
1,coupists
0,courage
0,courageous
0,courageously
0,courageousness
0,course
0,court
0,courteous
0,courtly
0,covenant
0,cover
1,covetous
0,cow
1,coward
1,cowardly
0,cozy
1,cra5h
1,crabby
1,crabs
1,crack
1,cracked
1,crackpipe
1,cracks
1,crackwhore
1,crack-whore
1,craftily
1,craftly
1,crafty
1,cramp
1,cramped
1,cramping
1,cranky
1,crap
1,crapola
1,crapper
1,crappy
1,craps
1,crash
1,crashed
1,crashes
1,crashing
1,crass
1,craven
1,cravenly
1,craze
1,crazily
1,craziness
1,crazy
1,creak
1,creaking
1,creaks
1,creamy
0,crease
0,create
0,creative
0,credence
0,credible
1,credulous
1,creep
1,creeping
1,creeps
1,creepy
1,crept
1,crime
1,crimes
1,criminal
1,cringe
1,cringed
1,cringes
1,cripple
1,crippled
1,cripples
1,crippling
1,crisis
0,crisp
0,crisper
1,critic
1,critical
1,criticism
1,criticisms
1,criticize
1,criticized
1,criticizing
1,critics
0,crodh
1,cronyism
1,crook
1,crooked
1,crooks
0,crop
0,cross
1,crotch
1,crotchjockey
1,crotchmonkey
1,crotchrot
0,crowd
1,crowded
1,crowdedness
0,crpf
1,crude
1,cruel
1,crueler
1,cruelest
1,cruelly
1,cruelness
1,cruelties
1,cruelty
1,crumble
1,crumbling
1,crummy
1,crumple
1,crumpled
1,crumples
1,crush
1,crushed
1,crushing
0,cry
1,cry
1,culpable
1,culprit
1,cum
1,cum bubble
1,cum jockey
1,cum queen
1,cumbersome
1,cumfest
1,cumm
1,cummer
1,cumming
1,cumquat
1,cumshot
1,cunilingus
1,cunillingus
1,cunn
1,cunntt
1,cunt
1,cunteyed
1,cuntfuck
1,cuntlick
1,cuntlicker
1,cuntlicking
1,cuntmama
1,cunts
1,cuntsucker
1,cuplrit
0,cure
0,cure-all
0,current
1,curse
1,cursed
1,curses
1,curt
0,cushy
1,cuss
1,cussed
0,cut
1,cut
0,cute
0,cuteness
1,cutthroat
1,cybersex
1,cyberslimer
1,cynical
1,cynicism
0,d
1,d*mn
0,da
1,daag
0,daakhil
0,daal
0,daalaa
0,daalne
0,daant
0,daavaa
0,daave
0,daayar
0,daayre
1,dabaav
0,dad
1,dada
1,dadi
1,dafuq
1,dago
1,dahmer
0,dakhal
0,dakshin
0,dal
0,daleel
0,dalit
1,dallah
1,dalle
0,dalo
1,damage
1,damaged
1,damages
1,damaging
1,dammit
1,damn
1,damn it
1,damnable
1,damnably
1,damnation
1,damned
1,damning
1,damper
0,dance
0,dand
1,dangar
1,danger
1,dangerous
1,dangerousness
1,dank
0,danke
0,danken
0,dar
0,darad
0,darakhat
0,darakinaar
0,darasal
0,daring
0,daringly
0,darj
0,dark
1,dark
1,darken
1,darkened
1,darker
1,darkie
1,darkness
1,darky
0,darling
0,darshan
0,darwaaza
0,das
0,dashak
0,dashing
0,dashmalav
0,dasna
0,dasseya
0,dastaavej
1,dastard
1,dastardly
1,date rape
1,datnigga
1,daunt
1,daunting
1,dauntingly
0,dauntless
0,daur
0,dauraa
0,dauraan
0,daure
0,daurh
0,dava
1,dawdle
0,dawn
0,day
1,daze
1,dazed
0,dazzle
0,dazzled
0,dazzling
0,de
0,dead
1,dead
1,deadbeat
0,dead-cheap
1,deadlock
1,deadly
0,dead-on
1,deadweight
1,deaf
0,deal
1,deapthroat
0,dear
1,dearth
1,death
1,debacle
1,debase
1,debasement
1,debaser
1,debatable
1,debauch
1,debaucher
1,debauchery
1,debilitate
1,debilitating
1,debility
1,debt
1,debts
1,decadence
1,decadent
1,decay
1,decayed
1,deceit
1,deceitful
1,deceitfully
1,deceitfulness
1,deceive
1,deceiver
1,deceivers
1,deceiving
0,december
0,decency
0,decent
1,deception
1,deceptive
1,deceptively
0,decide
0,decimal
0,decisive
0,decisiveness
1,declaim
1,decline
1,declines
1,declining
1,decrement
1,decrepit
1,decrepitude
1,decry
0,dedicated
0,deep
1,deep throat
0,deepak
1,deepthroat
1,defamation
1,defamations
1,defamatory
1,defame
0,defeat
0,defeated
0,defeating
0,defeats
1,defecate
1,defect
1,defective
1,defects
0,defender
0,defense
1,defensive
0,deference
1,defiance
1,defiant
1,defiantly
1,deficiencies
1,deficiency
1,deficient
1,defile
1,defiler
1,deform
1,deformed
1,defrauding
0,deft
1,defunct
1,defy
0,degaa
0,dege
1,degenerate
1,degenerately
1,degeneration
0,degi
0,deginified
1,dego
1,degradation
1,degrade
1,degrading
1,degradingly
0,degree
1,dehumanization
1,dehumanize
1,deign
0,dein
1,deject
1,dejected
1,dejectedly
1,dejection
0,dekar
0,dekh
0,dekha
0,dekhaa
0,dekhakar
0,dekhbhaal
0,dekhe
0,dekhna
0,dekhnaa
0,dekhne
0,dekho
0,dekhte
1,delay
1,delayed
1,delaying
1,delays
0,delectable
0,delicacy
0,delicate
0,delicious
0,delight
0,delighted
0,delightful
0,delightfully
0,delightfulness
1,delinquency
1,delinquent
1,delirious
1,delirium
1,delude
1,deluded
1,deluge
1,delusion
1,delusional
1,delusions
1,demean
1,demeaning
1,demise
1,demolish
1,demolisher
1,demon
1,demonic
1,demonize
1,demonized
1,demonizes
1,demonizing
1,demoralize
1,demoralizing
1,demoralizingly
0,den
0,dena
0,denaa
0,dene
0,deni
1,denial
1,denied
1,denies
1,denigrate
1,denounce
1,dense
1,dent
1,dented
1,dents
1,denunciate
1,denunciation
1,denunciations
1,deny
1,denying
0,department
0,depend
0,dependable
0,dependably
1,deplete
1,deplorable
1,deplorably
1,deplore
1,deploring
1,deploringly
1,deposit
1,deprave
1,depraved
1,depravedly
1,deprecate
1,depress
1,depressed
1,depressing
1,depressingly
1,depression
1,depressions
1,deprive
1,deprived
0,deputy
0,der
0,der se
0,deri
1,deride
1,derision
1,derisive
1,derisively
1,derisiveness
1,derogatory
0,describe
1,desecrate
0,desert
1,desert
1,desertion
0,deservedly
0,deserving
0,desh
0,deshbhar
0,desho
1,desiccate
1,desiccated
0,design
0,desirable
1,desire
0,desiring
0,desirous
1,desititute
1,desolate
1,desolately
1,desolation
1,despair
1,despairing
1,despairingly
1,desperate
1,desperately
1,desperation
1,despicable
1,despicably
1,despise
1,despised
1,despoil
1,despoiler
1,despondence
1,despondency
1,despondent
1,despondently
1,despot
1,despotic
1,despotism
1,destabilisation
1,destains
0,destiny
1,destitute
1,destitution
1,destroy
1,destroyer
1,destruction
1,destructive
1,desultory
0,detaa
0,detachable
0,dete
1,deter
1,deteriorate
1,deteriorating
1,deterioration
0,determine
1,deterrent
1,detest
1,detestable
1,detestably
1,detested
1,detesting
1,detests
1,deth
0,deti
1,detract
1,detracted
1,detracting
1,detraction
1,detracts
1,detriment
1,detrimental
1,devastate
1,devastated
1,devastates
1,devastating
1,devastatingly
1,devastation
0,develop
0,development
1,deviate
1,deviation
1,devil
1,devil worshipper
1,devilish
1,devilishly
1,devilment
1,devilry
1,devious
1,deviously
1,deviousness
1,devoid
0,devout
0,dexterous
0,dexterously
0,dextrous
0,dhaaraa
0,dhaatu
0,dhakka
1,dhamki
0,dhan
0,dhanaywaad
0,dhang
0,dhanwad
0,dhara
0,dharam
0,dharm
0,dharti
1,dhaun
0,dheemi
0,dhidh
1,dhila lan de padiash
0,dhiredhire
1,dhoka
0,dhone
0,dhong
0,dhuah
0,dhwani
0,dhyaan
0,di
1,diabolic
1,diabolical
1,diabolically
1,diametrically
1,diappointed
1,diatribe
1,diatribes
1,dick
1,dickbrain
1,dickhead
1,dickless
1,dicklick
1,dicklicker
1,dickman
1,dickwad
1,dickweed
1,dictator
1,dictatorial
0,dictionary
0,did
1,diddle
1,die
1,died
1,die-hard
1,dies
0,differ
0,difficult
1,difficult
1,difficulties
1,difficulty
1,diffidence
0,digital
0,dignified
0,dignify
0,dignity
0,dii
1,dike
0,dikh
0,dikhaa
0,dikhaaa
0,dikhaai
0,dikhaane
0,dikhaayaa
0,dikkat
0,dil
0,dilaayaa
0,dilachasp
1,dilapidated
1,dildo
1,dilemma
0,diligence
0,diligent
0,diligently
0,dilli
1,dilly-dally
1,dim
1,dimmer
0,din
0,din
0,dinde
1,ding
1,dingleberry
1,dings
1,dink
1,dinky
0,dino
1,dip stick
0,diplomatic
1,dipshit
1,dire
0,direct
0,director
1,direly
1,direness
1,dirt
1,dirtbag
1,dirtbags
0,dirt-cheap
1,dirts
1,dirty
1,dirty pillows
1,dirty sanchez
1,disable
1,disabled
1,disaccord
1,disadvantage
1,disadvantaged
1,disadvantageous
1,disadvantages
1,disaffect
1,disaffected
1,disaffirm
1,disagree
1,disagreeable
1,disagreeably
1,disagreed
1,disagreeing
1,disagreement
1,disagrees
1,disallow
1,disapointed
1,disapointing
1,disapointment
1,disappoint
1,disappointed
1,disappointing
1,disappointingly
1,disappointment
1,disappointments
1,disappoints
1,disapprobation
1,disapproval
1,disapprove
1,disapproving
1,disarm
1,disarray
1,disaster
1,disasterous
1,disastrous
1,disastrously
1,disavow
1,disavowal
1,disbelief
1,disbelieve
1,disbeliever
1,disclaim
1,discombobulate
1,discomfit
1,discomfititure
1,discomfort
1,discompose
1,disconcert
1,disconcerted
1,disconcerting
1,disconcertingly
1,disconsolate
1,disconsolately
1,disconsolation
1,discontent
1,discontented
1,discontentedly
1,discontinued
1,discontinuity
1,discontinuous
1,discord
1,discordance
1,discordant
1,discountenance
1,discourage
1,discouragement
1,discouraging
1,discouragingly
1,discourteous
1,discourteously
1,discoutinous
1,discredit
1,discrepant
1,discriminate
1,discrimination
1,discriminatory
0,discuss
1,disdain
1,disdained
1,disdainful
1,disdainfully
1,disease
1,diseases
1,disfavor
1,disgrace
1,disgraced
1,disgraceful
1,disgracefully
1,disgruntle
1,disgruntled
1,disgust
1,disgusted
1,disgustedly
1,disgustful
1,disgustfully
1,disgusting
1,disgustingly
0,dishaa
1,dishearten
1,disheartening
1,dishearteningly
1,dishonest
1,dishonestly
1,dishonesty
1,dishonor
1,dishonorable
1,dishonorablely
1,disillusion
1,disillusioned
1,disillusionment
1,disillusions
1,disinclination
1,disinclined
1,disingenuous
1,disingenuously
1,disintegrate
1,disintegrated
1,disintegrates
1,disintegration
1,disinterest
1,disinterested
1,dislike
1,disliked
1,dislikes
1,disliking
1,dislocated
1,disloyal
1,disloyalty
1,dismal
1,dismally
1,dismalness
1,dismay
1,dismayed
1,dismaying
1,dismayingly
1,dismissive
1,dismissively
1,disobedience
1,disobedient
1,disobey
1,disoobedient
1,disorder
1,disordered
1,disorderly
1,disorganized
1,disorient
1,disoriented
1,disown
1,disparage
1,disparaging
1,disparagingly
1,dispensable
1,dispirit
1,dispirited
1,dispiritedly
1,dispiriting
1,displace
1,displaced
1,displease
1,displeased
1,displeasing
1,displeasure
1,disproportionate
1,disprove
1,disputable
1,dispute
1,disputed
1,disquiet
1,disquieting
1,disquietingly
1,disquietude
1,disregard
1,disregardful
1,disreputable
1,disrepute
1,disrespect
1,disrespectable
1,disrespectablity
1,disrespectful
1,disrespectfully
1,disrespectfulness
1,disrespecting
1,disrupt
1,disruption
1,disruptive
1,diss
1,dissapointed
1,dissappointed
1,dissappointing
1,dissatisfaction
1,dissatisfactory
1,dissatisfied
1,dissatisfies
1,dissatisfy
1,dissatisfying
1,dissed
1,dissemble
1,dissembler
1,dissension
1,dissent
1,dissenter
1,dissention
1,disservice
1,disses
1,dissidence
1,dissident
1,dissidents
1,dissing
1,dissocial
1,dissolute
1,dissolution
1,dissonance
1,dissonant
1,dissonantly
1,dissuade
1,dissuasive
1,distains
0,distant
1,distaste
1,distasteful
1,distastefully
0,distinction
0,distinctive
0,distinguished
1,distort
1,distorted
1,distortion
1,distorts
1,distract
1,distracting
1,distraction
1,distraught
1,distraughtly
1,distraughtness
1,distress
1,distressed
1,distressing
1,distressingly
1,distrust
1,distrustful
1,distrusting
1,disturb
1,disturbance
1,disturbed
1,disturbing
1,disturbingly
1,disunity
1,disvalue
0,dita
0,diti
0,ditta
0,ditte
0,ditti
0,divas
1,dive
1,divergent
0,diversified
0,divide
0,divine
0,divinely
0,division
1,divisive
1,divisively
1,divisiveness
0,diwaar
1,dix
1,dixiedike
1,dixiedyke
0,diya
0,diyan
0,diye
1,dizzing
1,dizzingly
1,dizzy
0,do
0,dobaaraa
0,doctor
0,doctro
1,doddering
0,dode
1,dodgey
0,does
1,dog style
1,dogged
1,doggedly
1,doggiestyle
1,doggy style
1,doggystyle
1,dogmatic
0,dohaan
0,dohraayaa
0,dohrana
1,dolcett
1,doldrums
0,dollar
0,dominate
0,dominated
0,dominates
1,domination
1,dominatrix
1,domineer
1,domineering
1,dommes
0,donald
0,done
1,dong
1,donkey punch
0,dono
1,donside
0,doo
0,doodh
1,doodoo
1,doo-doo
0,dooje
1,doom
1,doomed
1,doomsday
0,door
0,doorh
0,doori
0,doosra
0,doosre
0,doosri
0,dopahar
1,dope
0,dophar
0,doraan
1,doshi
1,doshiyo
0,dost
0,dote
0,dotingly
0,double
1,double dong
1,double penetration
1,doubt
1,doubtful
1,doubtfully
0,doubtless
1,doubts
1,douchbag
1,douchebag
1,douchebags
0,down
1,downbeat
1,downcast
1,downer
1,downfall
1,downfallen
1,downgrade
1,downhearted
1,downheartedly
1,downhill
1,downside
1,downsides
1,downturn
1,downturns
1,dp action
1,drab
1,draconian
1,draconic
1,drag
1,dragged
1,dragging
1,dragoon
1,dragqueen
1,dragqween
1,drags
1,drain
1,drained
1,draining
1,drains
1,drastic
1,drastically
0,draw
1,drawback
1,drawbacks
0,drdo
1,dread
1,dreadful
1,dreadfully
1,dreadfulness
0,dream
0,dreamland
1,dreary
0,dress
0,drink
1,dripdick
1,dripped
1,dripping
1,drippy
1,drips
0,drishti
0,drive
1,drones
1,droop
1,droops
0,drop
1,dropout
1,drop-out
1,dropouts
1,drop-outs
1,drought
1,drowning
1,drug
1,drunk
1,drunkard
1,drunken
0,dry
1,dubious
1,dubiously
1,dubitable
0,duck
1,dud
0,duddh
1,duffer
0,duje
0,dukan
1,dull
1,dullard
1,dumb
1,dumbass
1,dumbbitch
1,dumbfound
0,dumbfounded
0,dumbfounding
1,dumbfuck
0,dummy-proof
1,dump
1,dumped
1,dumping
1,dumps
1,dunce
1,dungeon
1,dungeons
0,duniya
0,duniyaa
1,dupe
0,dur
0,durable
1,durbhaagypurn
0,during
0,dus
1,dushman
0,dusraa
1,dust
1,dusty
0,duty
0,dwara
0,dweep
0,dweepshiye
1,dwindling
1,dyefly
1,dying
1,dyke
0,dynamic
0,each
0,eager
0,eagerly
0,eagerness
0,ear
0,early
0,earnest
0,earnestly
0,earnestness
1,earsplitting
0,earth
0,ease
0,eased
0,eases
0,easier
0,easiest
0,easiness
0,easing
0,east
0,easy
1,easy slut
0,easygoing
0,easy-to-use
0,eat
1,eat balls
1,eat my ass
1,eatme
1,eatpussy
0,ebullience
0,ebullient
0,ebulliently
1,eccentric
1,eccentricity
1,ecchi
0,ecenomical
0,economic
0,economical
1,ecstacy
0,ecstasies
0,ecstasy
0,ecstatic
0,ecstatically
0,edge
0,edify
0,educated
0,effect
0,effective
0,effectively
0,effectiveness
0,effectual
0,efficacious
0,efficient
0,efficiently
1,effigy
0,effortless
0,effortlessly
1,effrontery
0,effusion
0,effusive
0,effusively
0,effusiveness
0,egg
1,egocentric
1,egomania
1,egotism
1,egotistical
1,egotistically
1,egregious
1,egregiously
0,eh
0,ehdi
0,eight
0,either
0,ejaajat
1,ejaculate
1,ejaculated
1,ejaculating
1,ejaculation
0,ek
0,ekajut
0,ekdusre
0,ekk
0,ekk saath
0,ekkal
0,elaake
0,elaako
0,elan
0,elate
0,elated
0,elatedly
0,elation
1,election-rigger
0,electonic
0,electric
0,electrify
0,elegance
0,elegant
0,elegantly
0,element
0,elevate
1,elimination
0,elite
0,eloquence
0,eloquent
0,eloquently
0,else
0,em
1,emaciated
0,email
1,emasculate
1,embarrass
1,embarrassing
1,embarrassingly
1,embarrassment
1,embattled
0,embolden
1,embroil
1,embroiled
1,embroilment
1,emergency
0,eminence
0,eminent
0,empathize
0,empathy
1,emphatic
1,emphatically
0,empower
0,empowerment
1,emptiness
0,en
0,enchant
0,enchanted
0,enchanting
0,enchantingly
0,encourage
0,encouragement
0,encouraging
0,encouragingly
1,encroach
1,encroachment
0,end
1,endanger
0,endear
0,endearing
0,endorse
0,endorsed
0,endorsement
0,endorses
0,endorsing
1,enema
1,enemies
0,enemy
1,enemy
0,energetic
0,energize
0,energy
0,energy-efficient
0,energy-saving
1,enervate
1,enfeeble
1,enflame
0,engaging
0,engine
0,engrossing
1,engulf
0,enhance
0,enhanced
0,enhancement
0,enhances
1,enjoin
0,enjoy
0,enjoyable
0,enjoyably
0,enjoyed
0,enjoying
0,enjoyment
0,enjoys
0,enkaar
0,enlighten
0,enlightenment
0,enliven
0,enme
1,enmity
0,ennoble
0,enough
1,enpowered
1,enrage
1,enraged
1,enraging
0,enrapt
0,enrapture
0,enraptured
0,enrich
0,enrichment
1,enslave
1,entangle
1,entanglement
0,enter
0,enterprising
0,entertain
0,entertaining
0,entertains
0,enthral
0,enthrall
0,enthralled
0,enthuse
0,enthusiasm
0,enthusiast
0,enthusiastic
0,enthusiastically
0,entice
0,enticed
0,enticing
0,enticingly
0,entranced
0,entrancing
1,entrap
1,entrapment
0,entrust
0,enviable
0,enviably
0,envious
1,envious
0,enviously
1,enviously
0,enviousness
1,enviousness
0,envy
1,epidemic
0,equal
0,equate
0,equitable
1,equivocal
1,erase
1,erect
1,erection
0,ergonomical
1,ero
1,erode
1,erodes
1,erosion
1,erotic
1,erotism
1,err
1,errant
1,erratic
1,erratically
0,err-free
1,erroneous
1,erroneously
1,error
1,errors
0,erudite
1,eruptions
0,es
1,escapade
1,eschew
1,escort
0,especially
1,estranged
0,ethical
1,ethical slut
1,ethiopian
0,eulogize
1,eunuch
0,euphoria
0,euphoric
0,euphorically
0,europiye
0,ev
1,evade
0,evaluative
1,evasion
1,evasive
0,even
0,evening
0,evenly
0,event
0,eventful
0,ever
0,everlasting
0,every
0,eviasion
1,evil
1,evildoer
1,evils
1,eviscerate
1,evl
0,evocative
1,exacerbate
0,exact
1,exagerate
1,exagerated
1,exagerates
1,exaggerate
1,exaggeration
0,exalt
0,exaltation
0,exalted
0,exaltedly
0,exalting
0,exaltingly
0,examplar
0,examplary
0,example
1,exasperate
1,exasperated
1,exasperating
1,exasperatingly
1,exasperation
0,excallent
0,exceed
0,exceeded
0,exceeding
0,exceedingly
0,exceeds
0,excel
0,exceled
0,excelent
0,excellant
0,excelled
0,excellence
0,excellency
0,excellent
0,excellently
0,excels
0,except
0,exceptional
0,exceptionally
1,excessive
1,excessively
0,excite
0,excited
0,excitedly
0,excitedness
0,excitement
0,excites
0,exciting
0,excitingly
1,exclusion
1,excoriate
1,excrement
1,excruciating
1,excruciatingly
1,excuse
1,excuses
1,execrate
1,execute
1,executed
1,execution
1,executioner
0,exellent
0,exemplar
0,exemplary
0,exercise
1,exhaust
1,exhausted
1,exhaustion
1,exhausts
0,exhilarate
0,exhilarating
0,exhilaratingly
0,exhilaration
1,exhorbitant
1,exhort
1,exile
0,exonerate
1,exorbitant
1,exorbitantance
1,exorbitantly
0,expansive
0,expect
0,expeditiously
1,expel
1,expensive
0,experience
0,experiment
0,expertly
1,expire
1,expired
1,explode
1,exploit
1,exploitation
1,explosion
1,explosive
0,express
1,expropriate
1,expropriation
1,expulse
1,expunge
0,exquisite
0,exquisitely
1,exterminate
1,extermination
1,extinguish
0,extol
0,extoll
1,extort
1,extortion
1,extraneous
0,extraordinarily
0,extraordinary
1,extravagance
1,extravagant
1,extravagantly
1,extremism
1,extremist
1,extremists
0,exuberance
0,exuberant
0,exuberantly
0,exult
0,exultant
0,exultation
0,exultingly
0,eye
0,eyecatch
0,eye-catch
0,eyecatching
0,eye-catching
1,eyesore
1,f**k
1,faasi
1,fabricate
1,fabrication
0,fabulous
0,fabulously
0,face
0,facebook
1,facefucker
1,facetious
1,facetiously
0,facilitate
0,fact
1,faeces
1,fag
1,fagging
1,faggot
1,fagot
1,fail
0,failaane
1,failed
1,failing
1,fails
1,failure
1,failures
1,faint
1,fainthearted
0,fair
1,fairies
0,fairly
0,fairness
1,fairy
0,faisla
0,faislo
0,faith
1,faith
0,faithful
0,faithfully
0,faithfulness
1,faithless
1,fake
0,fal
0,fall
1,fall
1,fallacies
1,fallacious
1,fallaciously
1,fallaciousness
1,fallacy
1,fallen
1,falling
1,fallout
1,falls
1,falsehood
1,falsely
1,falsify
1,falter
1,faltered
0,fame
0,famed
0,family
1,famine
1,famished
0,famous
0,famously
1,fanatic
1,fanatical
1,fanatically
1,fanaticism
1,fanatics
0,fancier
1,fanciful
0,fancinating
0,fancy
0,fanfare
0,fank
1,fanny fucker
0,fans
0,fantastic
0,fantastically
0,far
1,farce
1,farcical
1,farcically
1,farcical-yet-provocative
1,farfetched
1,far-fetched
0,fark
0,farm
1,fart
1,farted
1,farting
1,farty
0,farzi
0,fasal
0,fascinate
0,fascinating
0,fascinatingly
0,fascination
1,fascism
1,fascist
0,fashionable
0,fashionably
0,fast
1,fast fuck
0,faster
0,fastest
0,fastest-growing
0,fast-growing
1,fastidious
1,fastidiously
0,fast-paced
1,fastuous
1,fat
1,fatah
1,fatal
1,fatalistic
1,fatalistically
1,fatally
1,fatass
1,fatcat
1,fat-cat
1,fatcats
1,fat-cats
1,fateful
1,fatefully
1,fatey condom ke natije
1,fatfuck
1,fatfucker
0,father
1,fathomless
1,fatigue
1,fatigued
1,fatique
1,fatso
1,fatt
1,fatty
1,fatuity
1,fatuous
1,fatuously
1,fault
0,faultless
1,faults
1,faulty
0,fav
0,fave
0,favor
0,favorable
0,favored
0,favorite
0,favorited
0,favour
1,fawningly
1,faze
1,fckcum
0,fear
1,fear
1,fearful
1,fearfully
0,fearless
0,fearlessly
1,fears
1,fearsome
0,feasible
0,feasibly
0,feat
0,feature-rich
0,february
1,fecal
1,feces
0,fecilitous
1,feckless
1,feeble
1,feeblely
1,feebleminded
0,feed
0,feel
0,feet
1,feign
1,feint
0,feisty
1,felatio
1,felch
1,felcher
1,felching
0,felicitate
0,felicitous
0,felicity
0,fell
1,fell
1,fellatio
1,felon
1,felonious
0,felt
1,feltch
1,feltcher
1,feltching
1,female squirting
1,femdom
1,feminism
1,ferociously
1,ferocity
0,fertile
0,fervent
0,fervently
0,fervid
0,fervidly
0,fervor
0,festive
1,fetid
1,fetish
1,fever
1,feverish
1,fevers
0,few
1,fiasco
1,fib
1,fibber
1,fickle
1,fiction
1,fictional
1,fictitious
0,fidelity
1,fidget
1,fidgety
0,field
1,fiend
1,fiendish
1,fierce
0,fiery
0,fig
1,figging
0,fight
1,fight
0,figure
1,figurehead
0,file
0,filhaal
1,filipina
1,filipino
0,fill
0,film
1,filth
1,filthy
1,finagle
0,final
0,find
0,fine
0,fine-looking
0,finely
0,finer
0,finest
0,finger
1,fingerfood
1,fingerfuck
1,fingerfucked
1,finicky
0,fir
0,firing
0,firmer
0,first-class
0,first-in-class
0,first-rate
1,fissures
1,fist
1,fitteh
1,flabbergast
1,flabbergasted
1,flagging
1,flagrant
1,flagrantly
1,flair
1,flairs
1,flak
1,flake
1,flakey
1,flakieness
1,flaking
1,flaky
1,flare
1,flares
1,flareup
1,flareups
0,flashy
1,flat-out
0,flatter
0,flattering
0,flatteringly
1,flaunt
1,flaw
1,flawed
0,flawless
0,flawlessly
1,flaws
1,flee
1,fleed
1,fleeing
1,fleer
1,flees
1,fleeting
0,flexibility
0,flexible
1,flicering
1,flicker
1,flickering
1,flickers
0,flight
1,flighty
1,flimflam
1,flimsy
1,flirt
1,flirty
1,floored
1,flounder
1,floundering
0,flourish
0,flourishing
1,flout
0,fluent
1,fluster
0,flutter
1,flydye
0,focus
1,foe
1,fok
0,follow
0,fond
1,fondle
0,fondly
0,fondness
0,food
1,fool
1,fooled
1,foolhardy
1,foolish
1,foolishly
1,foolishness
0,foolproof
0,foot
1,foot fetish
1,footaction
1,footfuck
1,footfucker
1,footjob
1,footlicker
1,footstar
0,for
1,forbid
1,forbidden
1,forbidding
0,force
1,forceful
1,fore
1,foreboding
1,forebodingly
0,foremost
0,foresight
1,foreskin
0,forest
1,forfeit
1,forged
1,forgetful
1,forgetfully
1,forgetfulness
1,forlorn
1,forlornly
0,formidable
1,forni
1,fornicate
1,forsake
1,forsaken
1,forswear
0,fortitude
0,fortuitous
0,fortuitously
0,fortunate
0,fortunately
0,fortune
0,forward
1,foul
1,foully
1,foulness
0,found
0,four
1,foursome
1,fourtwenty
0,fraction
1,fractious
1,fractiously
1,fracture
1,fragile
1,fragmented
0,fragrant
1,frail
0,france
1,frantic
1,frantically
1,franticly
1,fraud
1,fraudulent
1,fraught
1,frazzle
1,frazzled
1,freak
1,freakfuck
1,freaking
1,freakish
1,freakishly
1,freaks
1,freakyfucker
0,free
0,freed
0,freedom
0,freedoms
1,freefuck
1,freeze
1,freezes
1,freezing
1,frenetic
1,frenetically
1,frenzied
1,frenzy
0,fresh
0,fresher
0,freshest
1,fret
1,fretful
1,frets
1,friction
1,frictions
1,fried
0,friend
0,friendliness
0,friendly
1,friggin
1,frigging
1,fright
1,frighten
1,frightening
1,frighteningly
1,frightful
1,frightfully
1,frigid
0,frolic
0,from
0,front
1,frost
1,frotting
1,frown
1,froze
1,frozen
0,frugal
0,fruit
0,fruitful
1,fruitless
1,fruitlessly
1,frustrate
1,frustrated
1,frustrates
1,frustrating
1,frustratingly
1,frustration
1,frustrations
0,ftw
1,fu
1,fubar
1,fuc
1,fucck
1,fuck
1,fuck buttons
1,fuck monkey
1,fucka
1,fuckable
1,fuckbag
1,fuckbuddy
1,fucked
1,fuckedup
1,fucker
1,fuckers
1,fuckface
1,fuckfest
1,fuckfreak
1,fuckfriend
1,fuckhead
1,fuckher
1,fuckin
1,fuckina
1,fucking
1,fuckingbitch
1,fuckinnuts
1,fuckinright
1,fuckit
1,fuckknob
1,fuckme
1,fuckmehard
1,fuckoff
1,fuckpig
1,fucks
1,fucktard
1,fuckwhore
1,fuckyou
1,fudda
1,fuddi
1,fuddi hayon da
1,fuddu
1,fudge
1,fudge packer
1,fudgepacker
1,fudi
1,fudi da tataa
1,fudi fry karna
1,fudi hyounda
1,fugitive
1,fugly
1,fuk
1,fuks
0,fulfillment
0,full
1,full-blown
1,fulminate
1,fumble
1,fume
1,fumes
0,fun
0,fund
1,fundamentalism
0,funding
1,funeral
1,funfuck
1,fungus
1,funky
1,funnily
1,funny
1,furious
1,furiously
1,furor
1,fury
1,fuss
1,fussy
1,fustigate
1,fusty
